frame,R1_p1,R1_p2,R1_p3,R2_p1,R2_p2,R2_p3,R3_p1,R3_p2,R3_p3
75,1.19877336335299,1.5169844807722,1.49626536703023,1.55055678049438,1.44645259928356,0.612317810431561,0.414443955872747,0.251315221076685,0.37660232303332
76,1.40459021092262,1.00956862083978,1.21292862599391,1.10924409460798,0.900003695843597,0.704571759718736,0.45214272267661,0.338583002350623,0.394456375675908
77,1.54704102904858,1.38402046455558,1.25689402881019,1.51778204977748,1.40254638126838,0.532124760218914,0.514206267655791,0.456825344240433,0.359135938193453
78,1.19186732089762,1.27665790137773,1.22769042595652,1.27791159066195,1.03839058455973,0.67436058396844,0.573598652714015,0.583772084337951,0.362818046369769
79,1.3272161006248,1.24443081326709,1.28524227971534,1.09353996556997,0.804689089094141,0.710464405333135,0.279641292179038,0.246469158283037,0.359129714109168
80,1.35322143397243,1.35746664653122,1.29204999673483,1.45150796631435,1.26367488643926,0.615394540258208,0.348259594751425,0.208702678705471,0.336389606994754
81,1.38905350002095,1.09064443035214,1.24112159754561,1.26985839195843,1.12829249826772,0.522957632169958,0.696334626858812,0.613599090584214,0.329822715369061
82,1.45854792684122,1.2083770348356,1.33742205981845,1.09724837024979,0.887144316027319,0.63757542964563,0.573606300670782,0.474403984802753,0.324414146792344
83,1.41115354530308,1.10688991843777,1.09986129319306,1.48493075727369,1.31397177819514,0.596953887954697,0.651530556598035,0.619488418324924,0.222126450393157
84,1.28074164351665,0.976213499802694,1.33504091718609,1.50340084839937,1.53656728598448,0.478160401886415,0.749629012777032,0.752003989317324,0.224598826432864
85,1.16502663825817,0.788760075969138,1.19365358611366,1.49670544737053,1.25336469286529,0.71013265298388,0.346319099788111,0.237962197372543,0.252778503324419
86,1.00071409141523,0.623756070182266,0.8421220014571,1.28518092997886,1.44294384554288,0.594094614697722,0.325158081546934,0.0871313908901248,0.314726658717104
87,1.16637680328942,0.667003742972908,1.00568323964343,1.43629482415223,1.57063828627379,0.676321613295835,0.356444866537424,0.0807695110467477,0.365534771222013
88,0.898155242577144,0.464140158830174,0.818459933685844,1.47623912661211,1.50767481503016,0.61174554964235,0.804855661072786,0.675823040540185,0.445443061636365
89,0.839896954905936,0.440972297688748,0.702882027970286,0.936039157325688,1.0685276824263,0.531282248461594,0.65403654349567,0.326549052701044,0.567147164601281
90,0.926085331232883,0.427964702881013,0.842632964073369,1.32659441939233,1.50147430612247,0.615181424962242,0.467325637711888,0.0639782981175864,0.471731316017198
91,0.859206194437727,0.789226171791405,1.02826460177795,1.48451653523869,1.25351262173547,0.984937382321428,0.562234905793849,0.461493283077037,0.334051968264376
92,0.882361999651978,0.594686102156351,0.873947388545431,1.50450087301888,1.40292002220639,0.728427894821929,0.626025746189791,0.578599603670806,0.392492215502756
93,0.544246101323747,0.846713362678104,0.776534978620294,1.5123391251652,1.50262720282061,0.577400797132306,0.86749580952024,0.761565412683688,0.433612782714583
94,0.693647065286579,0.918909481523895,0.997314280200494,1.14539650277494,1.48187662831239,0.986432400376654,0.865000747646622,0.813128972823562,0.294896134754569
95,0.975794832694325,1.29066746264405,1.14793917686361,1.21206699654499,1.43555541325591,1.03805986609521,0.743206293384896,0.706282402245489,0.306350248344024
96,0.849905326479868,1.50538302172953,1.35249309278761,1.17844427640551,1.4523050041981,1.07002961771676,1.12322566293557,1.029134469532,0.434539291924793
97,1.33633446534516,1.4150270436948,1.51793500506297,1.14399659628285,1.51705799946934,1.02605920021357,0.483961349865367,0.368287458016421,0.470411322023062
98,0.935666949301099,1.17797495878119,1.44478501258048,0.952437354031283,1.29106962127774,1.06717409404367,1.24528812940645,1.15278947855093,0.454866388433072
99,0.775840094148574,0.967355803481445,1.28563556686585,1.23939490924724,1.31116947876147,1.18085442255281,0.978072644339995,0.957834431456564,0.422991353654424
100,0.703652141812626,0.99489004168434,1.24899810181835,1.42855142570939,1.51456795499667,0.790687687042082,0.793843185697712,0.771939633942711,0.434620373421075
101,0.737564484486992,0.627819026123706,0.974346921649397,1.04527948999433,1.48512809547467,1.00648026255614,0.798387684115192,0.774640740131178,0.461648773784951
102,0.815947351725242,1.09906500452881,1.42999020080408,1.34452447532149,1.4421782315348,1.24542988181336,0.59280676220238,0.498942609513366,0.463173585848693
103,0.588143778497135,1.30178055529528,1.3841514789131,1.50865996216072,0.858402989199473,1.15264116855678,0.905971270458545,0.762770812474189,0.474013251157471
104,0.469200606453353,1.28765028968791,1.3518410504022,1.47010138927113,0.748382847183719,1.40353234540793,1.19907525516596,1.12523517892526,0.517874706973946
105,1.11756191596632,1.37121654983247,1.19846571446624,1.3041432766513,0.757147126517873,1.15758438404301,0.585522774407122,0.490321741398783,0.389158895754535
106,0.934840604489787,1.30238768504283,1.44776493669041,1.5566789813833,1.00731499009117,1.1753997520165,0.984973764804361,0.776992691167415,0.652841592508646
107,0.910494414577351,1.56808969527111,1.17891828892278,1.48818299365155,0.868544555400962,1.52298466838963,1.10170577636714,0.932423785437139,0.581476527501517
108,0.698001787855488,1.18743882620262,1.16149470556289,1.46237001177924,1.19632937250168,1.51336469605101,0.835859605820576,0.769602590646389,0.425962688943793
109,0.696487067966743,1.28962670393232,1.16801970506901,1.331941144631,1.13266100678401,1.55968511805564,1.02780168363025,0.981635360341097,0.464514411041637
110,1.31878889781168,1.34343921458737,1.15190420742873,1.33229074068506,0.866549979314375,1.47810193615803,0.974321775595622,0.856456486572906,0.443690850002427
111,1.39962617930798,1.06869238723361,0.862137873284565,1.24491699579616,1.1560711382953,1.52561911921325,1.19528422465447,0.987479568449314,0.639402322892776
112,1.25366457708186,1.53895901679899,0.935536428503056,1.46711562384944,1.16720842358268,1.53085329425973,0.973465796543825,0.67432544990486,0.676478561732116
113,1.24246962501573,1.51467218194281,1.02719659167017,1.5439874665587,1.05327083331627,1.49447091019678,1.55916114193424,1.42592971640577,0.571088493529843
114,0.690562961823104,1.23445119111149,1.12276003581594,1.46009113903088,1.16815352501824,1.40719463265527,0.89784839487672,0.718111826954514,0.535175279505176
115,0.793242987740116,1.52512370451584,1.22205074276812,1.49379682269505,1.37345739578979,1.38643167480899,0.976955389925363,0.758935760982995,0.584707210336793
116,0.992247215003107,1.50706733077594,1.16214740240661,1.19032528285038,1.47325396821383,1.50585319377091,0.838604749851616,0.642570116227986,0.662950521574952
117,0.722412213127733,1.30496868200731,1.06712531147542,1.43378714412436,1.54367616936876,1.55738351915005,1.10088340456367,0.874603037842355,0.632509414873831
118,0.77196423451093,1.16795060608338,0.939631720183017,1.2023673900447,1.29271800923183,1.27629096552321,1.0319635079561,0.800463652649046,0.615649306383006
119,0.79429273711461,1.50590010847282,1.2159596247725,1.25407558186762,1.44779270253587,1.23272202071086,1.40942882728921,1.27575045079468,0.516962536239584
120,1.0388459667496,1.46698299872941,1.18227656911281,0.982053196588998,1.19323671005276,1.1589924434145,1.13691718536949,0.993445343930549,0.513111967135707
121,0.696765556737038,1.40621405003025,1.16275865129416,1.27592751495956,1.45722897710812,1.45278955472616,1.1601414212682,0.942852878043085,0.660011249994937
122,0.909407993971009,1.06981927557603,0.526927519171621,1.38319630455859,1.50195922844506,1.45723093251115,0.924997694183512,0.62133501977171,0.666233802786563
123,1.04581502306543,1.08655396363765,0.419512942164461,1.30259987423265,1.32071968985155,1.40949564555632,1.03258920387846,0.78511888479954,0.646579974506202
124,0.801517145677858,0.745764178138077,0.622660843917951,1.28023026285257,1.25724209995453,1.45173427921882,1.17135901249056,0.888133392924446,0.710777878854797
125,1.54009609778309,1.35835784163084,0.806758139629065,1.31528989483748,1.33692596114746,1.44492833164381,1.12054889938503,0.956020542759337,0.630967464906392
126,1.23046644072019,1.08530414960113,0.636318510570597,1.51576432528178,1.13694853384412,1.52893757256557,0.957530096071541,0.817032205670546,0.472839826173886
127,1.2969761538001,1.316252317542,0.236720897880292,1.54742565013795,1.27524700483413,1.37603445781858,0.973933516990396,0.856306394951648,0.474705424745344
128,1.19461262361953,1.12281368132077,0.408784629118545,0.994410850291255,1.37949607920461,1.4787092589485,0.974595013083766,0.834143298570496,0.50712455984154
129,0.547201137940824,0.549908813494677,0.410212191501859,0.982527505084837,1.44572502282899,1.50990190997427,0.711291485481622,0.622500833861594,0.347216101551837
130,0.744784948466498,0.731318652392542,0.318792997290411,1.28289342824791,1.38198330537626,1.37749522657443,0.540327225421362,0.484546176200243,0.480147193973623
131,0.656049133307843,0.680113320537213,0.270997897051743,1.35914384759502,1.4054762590167,1.40913958439582,0.804741138625034,0.579027344453142,0.552484528273926
132,1.22496654605443,1.19458797310375,0.359586539937604,1.44590686193108,0.533605251477168,1.55685351227189,0.832940416570221,0.759838915072954,0.404499440558184
133,1.02587676966681,1.06775776041421,0.571559334779446,1.1119003809302,1.3645758510019,1.47133451073201,0.99541168697181,0.826515567238037,0.54880372254111
134,0.924601237499908,0.986428145839601,0.543293644057336,1.13822172366847,0.78423567050398,1.3532974014007,0.732969050908768,0.601855055871329,0.410258025996736
135,1.26529928029739,1.28139874544808,0.620709140233158,0.92146804325967,1.30088458324177,1.23611320845038,1.01488369767302,0.912643605164304,0.566182015126659
136,0.977851171086819,0.944583055788723,0.600632004292393,1.16671993100258,1.35860039354554,1.41811098893169,0.674864876208937,0.476446537983824,0.476294370433305
137,0.301406791886061,0.793251683421505,0.82696611003596,1.1128790668608,1.03720822284186,1.35107131352865,0.953359516370459,0.780599659284737,0.546345616475728
138,0.636058892544848,0.786863045060268,0.774601236157886,1.47087221858778,0.77193589243678,1.47420042081164,0.369535618140087,0.188376041615194,0.373310147743963
139,0.551484324837403,0.735891539949909,0.628718533462113,1.36703233481745,0.797726584875758,1.31818073879498,0.809208150268054,0.795847798473974,0.4245506909358
140,0.459143974526098,0.769390239797733,0.627684754301055,0.976327797461918,1.0294670180931,1.47040194884987,0.671658053521102,0.673093048957057,0.404243311865883
141,0.528045263381684,0.932143392161474,0.750230290939241,1.20636877856461,1.1337190183294,1.35096967556759,0.724506206336084,0.679206278509063,0.31704369142222
142,0.995427230397963,1.15967451614871,0.562037659203718,1.21051685431315,1.29078835198198,1.29816395631481,0.717461344600087,0.620585500262897,0.384399836637113
143,0.466398234750531,0.830573950431881,0.716515616036515,1.3415442916134,0.863316057645523,1.18248443462009,0.896944874590972,0.948480443310865,0.436979754184412
144,0.440037681258546,1.16361625654655,1.09714851118213,1.5190366228992,0.711373991984951,1.43785441142141,0.714669402954319,0.742954058836831,0.377925857807267
145,0.655316771413644,0.976538632499174,0.707854553177772,1.30774938035269,0.757322348401828,1.21848984142708,0.704344119192212,0.581513493632963,0.388239921991393
146,1.04883922178162,1.26037616639149,0.923597782009799,1.52505210362991,1.05871725191292,1.34034866886444,1.02143478147941,0.967873395832245,0.334402551984111
147,0.638003811664772,1.04289364348548,1.01174658853792,1.34035996073476,1.2206723184915,1.31154812872566,0.766118378038076,0.765960544999,0.329854068274656
148,1.37424935761997,1.33926293507531,0.974057429947965,1.30259651591605,1.43854995996901,1.37847662093862,1.44553982456268,1.35625366064665,0.437030927125252
149,1.3922222951942,1.39133071872882,1.26286264524082,1.18778879249751,1.4919393289176,1.52767480170365,0.945799435189597,0.855604256934602,0.506018598962078
150,1.05943026712496,1.46471759590479,1.37412712503346,1.47685456938805,1.54245829454088,1.52225379983393,1.18765494383118,1.11669406574206,0.426592863976946
151,1.47060852789149,1.46726467350226,1.1429233887393,1.41024711861727,1.31832702068037,1.40610572834339,1.00581738296433,0.879672833044614,0.505539178704393
152,0.640849920942438,1.2454949813459,1.16403552930846,1.42462110915688,1.5137260660696,1.35369699870474,1.56548917764208,1.55549867363977,0.515578576023744
153,1.42290373137521,1.31248180111413,1.03441347129366,1.28876216894211,1.14158886686137,1.4169643009151,1.22042987565032,1.27022961894307,0.541977303168293
154,0.687252113779255,1.38487214660296,1.15465013706363,1.36563472518496,1.41793468909215,1.40714005376679,1.1103675298834,1.13408743950999,0.508001220191488
155,0.925448563396615,1.5433085520912,1.29641233403395,1.53978981402298,1.07444758217526,1.51761760116962,0.627654174883053,0.74442194100922,0.436622787327744
156,1.06281009110461,1.22110855927355,1.39898534443486,1.35207763619512,1.03190245191012,1.54363508934917,0.898799379796981,1.06662352415256,0.54811517080369
157,0.953082567361109,1.09315965926998,1.23821104540739,1.2109712492737,1.09086711849469,1.47177048190662,0.807192631014545,0.907831222874831,0.39289573541787
158,1.10358092001095,0.656005518564394,1.04237607071487,1.20152855341242,1.12320708836108,1.54216636817098,0.138011612531745,0.363011364924527,0.356714262683632
159,1.35180548486121,1.40235068379857,1.02788886284784,1.03342304669056,1.49840820123209,1.29515554625189,0.562134793682151,0.748544303833011,0.480989964398699
160,0.944031035111975,1.18708480328665,1.14811632442595,1.04293859354506,1.19495645534405,1.4433004671148,1.13258236072738,1.21210933908806,0.498852910821804
161,0.650168129733734,1.21872948366096,1.20286404636055,0.859242811326367,1.55632273131199,1.20706788194055,0.954184850376762,1.00993249183022,0.409619440998362
162,1.06735898351148,1.42472429018179,1.23671967604409,0.924601867189613,1.36183714179707,1.40651252830557,1.34623036887826,1.30086630452758,0.551691703010112
163,0.824935582907655,1.55695900981704,1.23004276603649,1.44309846750336,1.02963274862246,1.21581214218325,1.36430213072584,1.38966424487715,0.539435205009315
164,0.781522658748388,1.38959309520224,1.08387305169571,1.11332814602786,1.1722000592949,1.44442710897395,0.972825923151623,1.23389471134361,0.783956622635311
165,0.814000523906262,1.42947918277569,1.10377869637723,1.00645356590835,1.30395500320712,1.36797482073548,1.15431537356585,1.17038737293005,0.777652730091581
166,1.12033562858241,1.31851005841735,0.891241604029095,1.15420038823929,1.40690969265711,1.1272845357148,1.16953157076449,1.219103040854,0.73135659960042
167,1.01393076674209,1.52644402329084,1.08904487039292,0.967302461927969,1.33543373935738,1.37072580292048,1.30049783512491,1.3414744122671,0.81399732526503
168,0.939649546164804,1.28046457840951,1.1137601132729,0.796690153718928,1.35634018083163,1.50424493505101,0.680180981914925,0.980414237162735,0.725795287873867
169,1.09778514210236,1.30126574991888,1.30327219398178,1.00347503158723,1.04839505652123,1.53336202836939,0.899112480365735,1.35984051254869,0.996086408694351
170,0.514506103492335,1.16934828723971,1.24657150966763,0.969873981163731,1.24427445422097,1.45659853989581,0.530571548486024,1.12740563792354,0.970637792618733
171,0.652528466646644,1.51229241050526,1.45270139865416,1.2136848567168,1.38453897350912,1.5704301604543,0.601426787338475,1.08358227539043,0.91351816637501
172,0.585513968980409,1.20231687633045,1.23010494432076,1.24869184672407,1.53635673547908,1.05527002577472,1.03164647424672,1.22487129700937,0.86964761092406
173,0.705618360673674,1.34753613802853,1.14145755158831,1.13482442165867,1.33970324340315,1.3213012318608,0.816997307059878,0.970454323935917,0.698224553705272
174,0.783564032255859,1.1476643955221,1.08392396180416,0.926861242279362,1.38134626757504,1.48201882300836,0.364304010150594,0.624058980929541,0.618432233039885
175,0.721731069221013,0.816589005411538,1.11487236256634,1.12202992611096,1.3658144785499,1.32602728964621,0.444962347411722,0.424492022094997,0.617580494222989
176,1.02054592202306,0.949202427475991,0.931976605728871,1.14741626804854,1.25349883584159,1.40958358331172,0.35632892195334,0.576380257468548,0.607167140978745
177,1.00462228281217,0.800732683576449,1.29749228769968,1.44563267334462,1.49075922148799,1.49388075014826,0.629278996150541,0.81540282856413,0.604550562532202
178,1.11482696725728,1.37880962009373,1.43989146006439,1.56679550052884,1.20637133263068,1.55558701040286,0.561278556350229,0.489585217926432,0.693885040214682
179,0.997684347840785,1.14827879313405,1.35368463218223,1.41114142186936,1.33897371627911,1.30655766547121,1.34066801378788,1.50714220062551,0.8557461857144
180,1.15373852527257,1.29400639181965,1.50500813347131,1.47924218581243,1.33256452070881,1.3216340984105,0.842464870880464,1.13711202765474,0.812501755507722
181,0.869826554500018,0.781352433313642,1.13492036535844,1.23670863571994,1.55273249492932,1.33015892563705,1.03635996130196,1.22991287269607,0.714186236921162
182,0.611583174320902,1.2550677788086,1.37960444169425,1.25988436169917,1.37053694745072,1.54832318197726,0.577076778463276,0.675779949427636,0.869895941875718
183,0.921623674518442,1.39539235002298,1.4477521418457,1.49317234191401,1.30544978134748,1.5367268019962,1.15423726687983,1.45695389091898,0.787831685903086
184,1.02247947644856,1.54348050463442,1.56628222730012,1.52663107345,1.22788153161416,1.5581515380841,0.955973286123691,1.40693047449041,0.945760675325742
185,0.780068206596905,1.52792858306942,1.37761984012394,1.26937254210219,1.34856114586266,1.46620449160036,0.849338346527634,1.27952755520102,0.893508399499843
186,0.603441237164151,1.38514448532821,1.22526653877314,0.95397811920555,1.29487247227144,1.34068089269297,0.867920479206884,1.19731251466607,0.77638179987139
187,0.739003063483122,1.40582259345885,1.48784716442033,1.36566318964085,1.28624462687475,1.54281757666349,1.13636228847257,1.24915011291502,0.526690504212388
