frequency,power_R1,power_R2,power_R3
0,1,1,1
0.999000999000999,0.0155180124557855,0.00525166610035954,0.035874272201962
1.998001998002,0.0177558749523271,0.0190882601338076,0.00125861297062264
2.997002997003,0.00498756129607913,0.00289341121538437,0.000940198893317085
3.996003996004,0.0135444051634291,0.00339154394042655,0.00066643170497429
4.995004995005,0.00108664752005107,0.00146902801209883,0.00202053735444537
5.99400599400599,0.000712632080091642,0.00496417963951358,0.000349170307885128
6.99300699300699,0.00178595557772915,0.00189049601200308,0.000487417703385919
7.99200799200799,0.00227135741064584,0.00124527772565418,0.000448812341526604
8.99100899100899,0.000400673594218568,0.00194776130372843,9.04031427168842e-05
9.99000999000999,0.000453191077588127,0.000762042728119423,0.000113498748846724
10.989010989011,0.00122688516090931,0.000798214046589957,0.000233151717125307
11.988011988012,0.00189759324651549,0.000572399199640442,6.56326257290791e-05
12.987012987013,0.000651247336819087,0.000497625549643066,1.1839602965748e-05
13.986013986014,0.000265946506539734,0.000564375262536139,9.2616279394215e-05
14.985014985015,0.00195042367020742,0.00111314544337545,0.000575835646096534
15.984015984016,0.000866355039579396,0.000886590069476934,0.00011845450821557
16.983016983017,7.91286258718708e-05,0.000780744504193138,2.23796128659007e-05
17.982017982018,0.000422327087627089,0.000635836113111497,2.00304220732643e-05
18.981018981019,0.00131330205708643,0.000127700456978657,0.000642197615528771
19.98001998002,0.000219867677000493,0.000245530671266592,0.000295774560304031
20.979020979021,0.00120217725612686,0.00149768502432099,3.24245654273194e-05
21.978021978022,0.000366352583894619,0.000161167954797049,0.000525897460211392
22.977022977023,7.13374498984761e-05,7.55574958050583e-05,0.000308657038889205
23.976023976024,0.000632595228859267,0.000212130694662774,4.03495348466356e-05
24.975024975025,6.27213921834416e-06,5.34817434744759e-05,0.000154650457158655
25.974025974026,0.000217689325747447,0.000531707174079642,6.91825269797399e-05
26.973026973027,0.000160201872876672,1.25322880407826e-05,6.22486219602915e-06
27.972027972028,0.000173991353656651,0.000231576829630321,0.000179428360141509
28.971028971029,0.000322909724842827,7.94681232984305e-05,0.000353483726630912
29.97002997003,0.000204856042044345,0.000379440002245507,0.000109899142136744
30.969030969031,0.000367432422619553,0.000276343175144972,0.000227580604719735
31.968031968032,3.0160021739123e-05,0.000197430384038091,6.39896757969237e-05
32.967032967033,1.71429419515654e-05,0.00012830196503418,0.000137315477009156
33.966033966034,0.000105776779052359,4.17472630389519e-05,0.000600141536086952
34.965034965035,9.60509477716299e-05,0.000203709117713979,0.000669972862858419
35.964035964036,0.000303833693114755,0.000160743902139061,0.000242835405595166
36.963036963037,0.000159993004668949,0.000133795070634617,4.39123723790551e-05
37.962037962038,7.37797523308102e-05,6.02245376928272e-05,1.33553685386118e-05
38.961038961039,0.00023648253248835,4.03640628646939e-05,1.16307958056452e-05
39.96003996004,0.00023978109705564,7.64537468275047e-05,0.00028742787285482
40.959040959041,0.000359631557337987,1.40422419405329e-05,3.5796799494568e-05
41.958041958042,0.000113172323489638,0.000331959500535894,1.98686930058111e-06
42.957042957043,3.82437497598566e-05,4.20062910676055e-08,3.52774644245235e-05
43.956043956044,2.02924262788947e-05,0.000428572532630126,0.000143472403726843
44.955044955045,0.000342351855913228,0.000129165201113091,0.000107914535401726
45.954045954046,6.73166635625693e-05,1.11885238076032e-05,0.000158036750391239
46.953046953047,0.00020302330675696,0.000153653520871315,8.09090503543354e-05
47.9520479520479,0.000159190029084707,2.06331508433036e-05,3.33431528354141e-05
48.951048951049,9.75982113931686e-05,2.95291803145153e-05,3.48527842702973e-05
49.95004995005,0.000235857050615165,9.51439625500804e-05,0.000172937411402166
50.9490509490509,7.11535090798317e-05,2.32669821096062e-05,4.99323820266159e-05
51.9480519480519,0.000116302536333835,0.000103956210145111,5.59837169071112e-05
52.9470529470529,1.80705447167526e-05,7.54095701217254e-05,0.000131476388576828
53.946053946054,2.50571483509256e-05,0.000159689471169807,0.000239913304049214
54.9450549450549,0.000165182175581578,9.55921902060059e-05,6.48777683050322e-05
55.9440559440559,8.45093146981269e-05,4.1960847878339e-05,9.30599944693861e-05
56.9430569430569,0.000109166151748478,6.22577524386208e-05,0.000216410636704298
57.9420579420579,0.000113881976113156,1.11147243030392e-05,2.37039493463481e-05
58.9410589410589,0.000110874141793549,0.000252842628500613,9.57406589633471e-05
59.9400599400599,7.02451436357875e-05,9.03566744930359e-05,2.31117940480828e-05
60.9390609390609,3.39632715402245e-05,0.000176171084449439,2.1086598695719e-05
61.9380619380619,0.000139945588162837,7.27589200593607e-06,0.000247786790687124
62.9370629370629,8.09713442434739e-05,5.89681371774561e-06,0.00012849361976173
63.9360639360639,1.18740723801668e-05,0.000175756685896301,0.000221393132898984
64.9350649350649,5.4340669877865e-05,8.79100195460127e-06,3.64028648701603e-05
65.9340659340659,1.84359399439721e-05,3.95527222492572e-06,0.000140746864824749
66.9330669330669,0.000162974471064267,1.22668164553943e-05,0.000113918362848582
67.9320679320679,6.09535706490543e-05,2.96281904653119e-05,0.000131520843689147
68.9310689310689,7.07854028833948e-05,1.59822948949265e-05,4.12359557893557e-05
69.9300699300699,0.000126342717983467,5.20500860273461e-05,0.000137894610450919
70.9290709290709,7.56257768338437e-06,8.83602843674552e-05,5.65742076431598e-05
71.9280719280719,0.000107460641018193,5.7789834095506e-05,7.43854085038605e-05
72.9270729270729,0.000255218137267969,4.7447674949093e-05,4.68067498697355e-05
73.9260739260739,1.12325561645296e-06,1.83675507699438e-05,0.000102670634536888
74.9250749250749,8.68781255993471e-06,1.98749840463705e-05,0.000165251365678835
75.9240759240759,3.05797057631328e-05,5.04431780182185e-05,1.63600727799599e-05
76.9230769230769,5.49341380408956e-07,4.9486438241077e-05,2.37269115597734e-05
77.9220779220779,4.76434637173371e-05,1.8279849079207e-05,5.96875625697858e-06
78.9210789210789,8.8135423988216e-06,5.64863884192419e-05,0.000110610842662963
