protein,replicate,selection,stat,pval,pass
1y7t_B,3,ca,0.181855716537797,0.00913366383996492,TRUE
2cxi_A,1,all,0.122265009627166,0.0465284074805943,TRUE
2cxi_A,1,bb,0.184126845206838,0.000395188044110763,TRUE
2cxi_A,1,ca,0.169861135422137,0.00140785328064369,TRUE
2cxi_A,2,all,0.0871404399323182,0.295112746452864,FALSE
2cxi_A,2,bb,0.160292315771049,0.00311695783181288,TRUE
2cxi_A,2,ca,0.250787677227376,2.68626287404785e-07,TRUE
2cxi_A,3,all,0.096388354046327,0.192987958106138,FALSE
2cxi_A,3,bb,0.140454518933427,0.0139828581638151,TRUE
2cxi_A,3,ca,0.19848007468347,9.92621782477841e-05,TRUE
2gwm_A,1,all,0.171743640135386,0.115588715591585,FALSE
2gwm_A,1,bb,0.302762310295884,0.000314453146454068,TRUE
2gwm_A,1,ca,0.293591003384649,0.000530319928461819,TRUE
2gwm_A,2,all,0.39207337045529,7.97960272165436e-07,TRUE
2gwm_A,2,bb,0.511191178076209,1.71087709784668e-11,TRUE
2gwm_A,2,ca,0.497106671033956,7.24635147262814e-11,TRUE
2gwm_A,3,all,0.203188120973905,0.0382597988472822,TRUE
2gwm_A,3,bb,0.202533027623103,0.0391504040031221,TRUE
2gwm_A,3,ca,0.118462714270117,0.494970470680656,FALSE
1uha_A,1,all,0.376190476190476,0.00381479380600143,TRUE
1uha_A,1,bb,0.441666666666667,0.000365499928751711,TRUE
1uha_A,1,ca,0.426190476190476,0.000647499492620988,TRUE
1uha_A,2,all,0.4,0.0016531638011593,TRUE
1uha_A,2,bb,0.375,0.00392639909746167,TRUE
1uha_A,2,ca,0.277380952380952,0.0665490618767229,FALSE
1uha_A,3,all,0.132142857142857,0.808453287532583,FALSE
1uha_A,3,bb,0.161904761904762,0.577204928895811,FALSE
1uha_A,3,ca,0.0952380952380953,0.976395788786705,FALSE
1yqe_A,1,all,0.524401913875598,1.79356567306261e-15,TRUE
1yqe_A,1,bb,0.492654095130875,1.04839401591164e-13,TRUE
1yqe_A,1,ca,0.50886574725584,1.35552255198264e-14,TRUE
1yqe_A,2,all,0.254883197298058,0.000557505578163831,TRUE
1yqe_A,2,bb,0.258879819870532,0.000430423301138821,TRUE
1yqe_A,2,ca,0.250042217844075,0.00075857464239448,TRUE
1yqe_A,3,all,0.109316070925978,0.438917647699182,FALSE
1yqe_A,3,bb,0.272614691809738,0.000171574878044547,TRUE
1yqe_A,3,ca,0.179228820714889,0.0349399442132657,TRUE
2qia_A,1,all,0.471280602636535,6.1563131094488e-13,TRUE
2qia_A,1,bb,0.466690207156309,1.0761387686145e-12,TRUE
