frame,R1,R2,R3
1,23.7833205883038,23.7833205883038,23.7833205883038
2,24.3580474635641,24.5173205985715,24.7096294821874
3,25.2094775379848,25.4198623097812,24.9882282428846
4,25.2296029222809,25.1082390669489,25.1586951338291
5,24.9321196720678,25.4644588160032,25.1378925617315
6,24.7200620628638,25.2325905320914,25.3226822713382
7,24.7800611116839,24.8483842120645,25.3724729929728
8,25.0691560016951,25.4590245350874,25.7701230891448
9,25.337647428373,25.5921810291845,25.0405460638757
10,25.1451466822482,25.4477273148887,25.7187821718376
11,25.3388100691941,25.0439104356553,25.4303184205674
12,25.2853861781832,25.6472367434371,25.2346590172593
13,25.3809006181406,24.798193035633,25.4109600439805
14,25.1077897536496,25.5071933731086,25.7664946608941
15,25.2308074257088,25.5337450234839,25.578784091256
16,25.331769513706,25.7806987611298,25.8382495557864
17,25.3332504712796,25.5718227562737,25.7317422258665
18,25.498202409554,25.267618079284,25.1600114449851
19,25.0353379408204,25.9475244245414,25.3302645126931
20,25.2767391366398,25.7556809464462,25.7776839279316
21,25.5871026823144,25.4180091348027,25.6402943844872
22,25.1620780924148,25.4991122711525,25.9422444550014
23,25.001753879502,26.0448978233529,25.815814939271
24,25.037407082637,25.9052165136666,25.9415617010502
25,25.0663188270987,26.146449603783,26.0319610784523
26,24.8123024454473,25.9649787053239,25.7249697145037
27,24.880235279891,25.451634243257,25.894926399865
28,24.768023605857,26.1367586973481,25.7307187658691
29,24.4638729841813,25.6992045860916,25.1285881358217
30,24.677269657815,25.9639348853345,25.6079230041006
31,24.8152309476078,26.0226956017446,25.8700496741083
32,24.8997640496135,26.2696022030748,25.4708425958333
33,24.6698907008948,26.3597322760483,25.8276854513432
34,24.5584509749596,26.0628436289953,25.7970386750493
35,24.6841060162399,26.0850119581196,25.6705195041347
36,24.5075642818016,26.0393103458924,25.5067966655467
37,24.6551469574235,25.8021822610938,25.4929258020079
38,24.4732664364213,25.7900085401599,25.7140699238883
39,25.1101670736517,26.0087293916049,25.7223385765428
40,25.2788139463566,26.2409346758272,25.3769202640857
41,25.4518682040178,26.1873644920533,25.6739770149964
42,25.3158090654236,26.4308685677778,25.1476824979057
43,25.4248747651869,26.3024309182258,25.234145221357
44,25.3819098362017,26.5172303304567,25.8610703929436
45,25.6179991414159,27.055024177372,25.2592764316475
46,25.4974834400909,25.9972690697576,25.7384550608586
47,25.9294147937999,25.9751379631416,26.0833156414075
48,25.8576254238227,26.2626775805512,26.2672565203747
49,25.4459924169505,26.3441433368584,25.6671658237204
50,24.815180274015,25.8134736641294,25.9802450793664
51,25.3290460388927,25.8337508102988,25.8866864794718
52,25.2992820752073,25.8424983646026,26.2444477455192
53,25.135028022974,25.8941883671165,26.0248642976117
54,25.4741846494785,25.7262255324098,25.6946585556142
55,25.4913962825373,26.0736715089624,25.6973704726762
56,25.6279514008192,26.1244759519121,25.9558214921493
57,25.1835191178257,25.8184792382518,25.6921903061236
58,25.5419816063304,25.5718439363578,25.9394070003956
59,25.2351099754411,25.6049621154511,26.0253580380713
60,25.5769078203846,25.4347082151034,26.0743975494872
61,25.6186360084334,25.295641004454,25.8890194602038
62,25.5580647294958,25.4832493458866,26.0625648452663
63,25.4331745309415,26.2018630346382,25.7151139775156
64,26.1080188903235,26.5722729029886,25.7987848171911
65,26.0499409804255,26.8115877824134,25.7023406528647
66,26.065609752354,26.9284315323384,26.2772276869859
67,25.4853350385554,26.2430334770546,25.835641212907
68,25.2016613205681,26.2725186332544,25.7131274626197
69,25.0868907741194,25.4403149962817,25.971377982263
70,24.8064330479264,26.045819086882,25.926310115052
71,25.1997413040538,26.2085705654012,26.118618879043
72,25.3583734985559,25.9478560687524,25.7000129672813
73,25.2653878117057,25.954452400905,25.792277137456
74,25.239114709454,26.2524168149507,26.178556995763
75,25.415970802192,25.9575787526577,25.6287165625259
76,25.2518702677887,25.9987602084993,25.9406064250093
77,25.5471083100092,25.5995264845403,25.5849913299548
78,25.847951235625,25.5720146331194,26.1775463178746
79,25.4098240502401,25.6809932923526,26.2715478737349
80,25.9029190891564,25.1586319767573,26.1600590704379
81,25.518930221274,25.5230345807372,26.0380868302813
82,25.9839550852101,25.1891130701317,26.5879490368745
83,25.5565771056279,25.2795375463166,26.3569041397759
84,25.2422084943265,25.4316180927258,25.8148181489268
85,25.8810016795636,25.5331592500951,26.159486884559
86,25.43127886953,25.6357838098504,25.8307560573382
87,25.115774168946,25.363000840051,26.3132203611074
88,25.200645587068,25.282584304632,26.3227317063106
89,25.27846787202,25.3320730958641,25.7617927383129
90,25.0784694026506,25.4047870829569,25.6528189633215
91,25.3793573783358,25.681351016709,25.8949099249169
92,25.3740082852727,25.6376624304279,25.6776148282835
93,25.9584714422557,25.3447446666255,25.3335817193958
94,26.1633613453357,25.2181773085815,25.1058922056676
95,25.8080596831542,25.5926742353173,25.4413472629777
96,25.8444865907539,25.3819519947701,25.5074142663683
97,26.0811758622603,25.6293354215721,25.3187121591416
98,25.9259346362124,26.0536638248255,25.5276861536316
99,25.3912561016334,25.3604851624466,25.6471482958875
100,25.6573378686659,25.3315723523163,24.78061748599
101,25.8383666804742,25.4308930534866,24.7072588175149
102,25.7133254216861,25.4774238036724,25.2259183705781
103,26.1822965205774,25.5555011274322,25.2100451864037
104,25.5259979345426,25.668200383119,25.106239110591
105,25.5348169233099,25.1785909591958,25.3134417763835
106,25.5575891863619,25.8352973603097,25.4660416279945
107,25.7701679243566,25.4919405391327,25.5213723394851
108,25.8268354522583,26.2156587384637,25.569397668835
109,25.537605396134,25.8264817380484,25.5406772467053
110,25.8019132746557,25.1750512219192,25.7936334484489
111,25.5333609510646,25.7033183319878,25.7099651179872
112,25.9483197116635,25.4950343389005,25.305366189859
113,25.8582560063458,25.3722650838953,25.2922965121935
114,25.6093316058957,25.1722549052097,25.3612490938788
115,25.3947616229647,25.1982770411757,25.6334578610222
116,25.4740197032589,25.5405222739242,25.7750091109755
117,25.5639891010655,25.8289730525698,25.6063216638378
118,26.1681585494904,26.5056679717846,25.1189195853251
119,26.003122975257,26.0866463123855,25.3058570042569
120,25.8266926890703,26.1844304005226,25.472282480356
121,26.0079103983878,26.0053357387841,25.4487469272194
122,26.0354144117609,25.672202505279,25.6250302041031
123,25.8323411792129,25.8059482096604,25.3808307076485
124,26.4092216449228,26.0946262015201,25.1396848321781
125,26.7754620787724,25.9446727929998,25.7259152465463
126,26.1082053211433,25.7414172983671,25.5171406762306
127,26.1327033659537,26.6772264770694,26.0900610535848
128,26.3006310216826,26.4389752920116,25.8670447298848
129,26.0194519977387,26.4071514334944,25.7867869415099
130,26.3809451804693,27.0947234300621,26.3526513280237
