frame,R1,R2,R3
1,29.207675413483,29.207675413483,29.207675413483
2,29.5366342423732,29.7410177974066,29.5058063087728
3,29.3627714925193,29.5093230552327,29.9882217108307
4,29.2830826774911,29.5887314586098,29.4357203473906
5,29.3303773633872,29.0782589531199,29.7705801124323
6,29.3653929564799,29.278452678119,29.6835659484152
7,29.534416761656,29.2499188593428,29.506993751211
8,29.3674821291729,29.4339454669053,29.4067793454127
9,29.368330344994,29.8483301432119,29.1961476345186
10,29.2732690654503,29.5296881475693,29.4485181881325
11,29.4140208102398,28.9826855764115,29.7995344707362
12,29.3868540653674,29.1946298704908,29.7588970581674
13,29.0278081744848,29.5850712425619,29.4161291794964
14,29.0727676291914,29.4283970719591,29.8726202085221
15,29.0061309295097,29.6694283495729,29.6335845503521
16,29.3828087217125,29.5873841602064,29.2935828256495
17,28.9879472126367,29.8527552930731,29.207718900695
18,29.3562287293885,29.9669564269714,29.5969587288868
19,29.0650201985804,29.4455674425127,29.8768299626198
20,28.9237410143202,29.8605549412044,29.5219516794973
21,29.0270548320699,30.0115975078801,29.8008465037006
22,28.7827898591353,29.6502507261546,29.4057824776715
23,28.9521465629315,29.2348401781175,29.8824021682694
24,28.9839354806888,28.9545755317811,29.5079730518064
25,28.8642422183265,28.8562074594426,29.614907836041
26,28.7270486393346,29.5997284057362,29.4005413285822
27,28.790345569734,29.4704736111848,29.6860431466108
28,29.2394931421288,29.0312435081537,29.6415992428421
29,28.587006478116,29.7207659753669,29.4130926970508
30,28.6831303936405,29.29501153579,29.6046341517006
31,29.0350162850323,29.0409956314232,29.4448982051024
32,29.3264161914802,29.4455004414742,29.9080204813016
33,29.0644291992644,29.2247111208361,29.4901144359052
34,28.9920178213223,28.744416802895,29.5407542476247
35,29.4604504350487,28.7787947045924,29.3218428516969
36,29.7513726901542,28.7810995587984,29.6081642593359
37,29.741523795387,29.1977038816192,29.2931547613336
38,29.0629715850535,29.0206281701499,29.6983355405217
39,28.9810261660697,28.3409305561607,29.5428710366095
40,28.4471263097765,28.9309375113072,29.3565245534833
41,28.7444858853628,28.8809338173567,29.682890257379
42,28.3983239769201,29.1530228059973,29.7118988990453
43,29.1270873935844,29.5616232783051,29.5396643666823
44,28.8295183991821,29.3423901755053,29.4947172292313
45,28.4458133188346,29.314645660069,29.471904189842
46,28.7416039205241,28.981730918358,29.5570115939771
47,28.5197404961185,29.2566016576596,29.7604548669001
48,28.6699259749581,29.3319854761092,30.0004625594248
49,28.9034322108103,29.1913924489235,30.0370017277584
50,28.5535335130234,29.3229606311702,29.8396389654872
51,28.67162722425,29.1699795503908,29.9375355399825
52,28.7721124233666,29.2137101228393,29.5074834616434
53,28.5931524048332,28.9340156176886,29.5348467053599
54,28.606905804144,29.4470634991587,29.7941901878637
55,28.4584006654659,29.0251297557969,30.033455604802
56,29.0457897830885,29.2067360361878,29.7518922262361
57,28.7498851300064,29.2294254618743,29.1957411069654
58,28.6036492214843,29.1934700115583,29.3200168114148
59,28.9764820866053,29.7189598219801,29.2206560187237
60,29.1742960611227,29.0333445102407,29.3704686354713
61,28.935395137168,28.7161970772082,29.8041570395985
62,29.1650005464347,28.9707603476135,29.7131885515772
63,29.0744765358195,29.1266527722142,29.6752896941833
64,29.1732215768783,29.33410870221,29.7288949077567
65,29.0206681872756,29.0046870080554,29.6708962000502
66,29.0501944782418,29.2072255539014,29.1868830098295
67,29.3727589691934,29.4539377339906,29.2582076399334
68,28.8221401535077,29.6707885862184,29.5803630929028
69,29.0286497219473,29.1873454760344,29.8737730084904
70,29.0936010188302,29.1925291686621,29.2240726177737
71,28.6042033403534,28.9399605099653,29.8214922312616
72,28.9339149204709,29.0265628745831,29.6146942227242
73,28.9272137071102,29.4508070843415,29.5232419305644
74,28.8443094964739,29.1112840426019,29.6524925219752
75,29.0834568447548,29.5106809051292,29.6218214424652
76,29.263173299547,29.7538394705898,29.7237404210914
77,29.09520878453,28.8991363021703,29.5922478498394
78,29.5440166288634,29.4911636533573,29.2925117897616
79,29.1309627266948,29.0312785427923,29.2612838836066
80,29.2887229630919,28.9863071087994,29.5618103946056
