frame,R1,R2,R3
1,33.2743930494576,33.2743930494576,33.2743930494576
2,34.5960531553521,35.0879586663846,35.4961685950661
3,35.7351264097669,35.4237489281417,35.5187578795022
4,34.7911111767698,35.341846455525,35.8752743853507
5,34.3793833581253,35.6556307435193,35.7619428693362
6,34.8193860674717,36.3192186322493,35.4991019507701
7,34.6951087620191,34.9973486138745,34.955716612171
8,35.1673674307376,36.6673010419207,35.4849327401515
9,35.7946506621817,35.8605430105095,35.542980728847
10,35.0216138145959,35.8770096010461,35.3148917289885
11,35.4627416314572,35.918500708539,35.1115854575351
12,36.265530937972,36.5135248962392,35.3548474435972
13,36.9734501507518,35.9450855135256,35.5702142042189
14,35.500545142198,36.4045001268463,34.9248209047268
15,35.9425362119297,36.8309462749023,35.4227456832065
16,35.2670445282363,36.567167324402,35.4692706465895
17,35.3554474746473,35.7061382391249,34.8321163067516
18,36.3085106349785,36.1819668634394,35.0070372776385
19,35.2104251386784,36.137807053321,34.7184373695425
20,36.2748604896636,35.898295414859,35.1686715761607
21,37.0758231864359,35.790659957331,34.8806798288498
22,36.3988405932345,36.1309121861021,35.517482136931
23,35.5587101036746,36.0879599387373,35.6412477123916
24,36.0073519599261,35.7323583419129,35.3760116128705
25,35.9298942777627,36.2078590152581,35.6519948891191
26,35.8878519686397,36.1776244694762,36.1653087707592
27,35.8488106085861,35.2912985259908,34.7781310003199
28,35.996443281431,35.9172759807472,35.8728850109004
29,35.9116208720342,35.7863817431311,35.8114725925745
30,35.3964360953795,36.0529057160551,35.7503473827591
31,36.4472659928758,36.3528777070193,35.4700096178856
32,36.1883121282644,35.8318617742736,36.3165733103743
33,35.7630098213056,35.1311337096547,36.1699433234398
34,36.3620502444361,35.2323521918188,37.1763196302322
35,36.0521659362794,35.677636376791,36.6050871087404
36,35.3790045478377,35.7032056685504,36.155040625025
37,34.9695898909636,36.3490977707208,36.3326786811848
38,35.633958684562,36.8147920116086,36.6868082940295
39,35.7694949074228,36.5417703806879,36.4658269484205
40,35.1846279874239,36.0958274244119,36.4297378400011
41,34.4866791551661,35.5651800344891,36.5849988121299
42,34.6319022509359,35.2161208499066,36.4829649436343
43,35.5446621187166,35.8047648103813,36.3004025948879
44,35.7094298728571,36.4265430731738,36.0545464630976
45,35.0677454837014,35.5297297020232,36.2389909672434
46,35.5610998123987,35.8900197559537,35.8101392505421
47,35.645801657182,35.3827099504349,35.9515506488738
48,35.098033182545,35.8011190168689,36.4929140858349
49,35.7149020315168,35.3644918239131,36.7193180321787
50,36.0767389252146,35.8379485052357,36.1626558302256
51,36.4584900721055,35.4079890045187,36.887701469688
52,35.4050969099054,35.7425002133083,36.321463500749
53,35.3094722209966,35.1834221051771,36.1993077997346
54,35.6478810463377,35.4895229704349,36.1895596435324
55,35.3211733543071,36.0868431768169,36.2018346744836
56,35.3745403852426,36.3860788233804,36.4671529621042
57,35.4792226723769,36.5022324546536,36.7577123771952
58,35.150393214675,36.6650151167476,36.741885925606
59,35.2704964262756,36.8058461221148,36.382037016635
